# weights,0,30,50,73,94
0,42,100,158,300,373,427,500,600,629,654,681,800,836,862,886,916,961,1049,1100,1129,1153,1176,1200,1229,1263,1300,1333,1363,1388,1411,1432,1451,1471,1490,1510,1532,1554,1577,1600,1623,1646,1668,1690,1710,1730,1749,1767,1784,1800,1815,1830,1845,1860,1875,1891,1909,1929,1950,1971,1991,2009,2025,2041,2056,2071,2085,2100,2115,2131,2146,2162,2177,2193,2207,2222,2236,2251,2266,2282,2300,2320,2343,2364,2384,2400,2414,2427,2439,2452,2464,2477,2492,2509,2533,2563,2589,2609,2626,2640,2655,2669,2684,2700,2720,2743,2768,2790,2809,2825,2841,2856,2872,2890,2912,2943,2976,3000,3018,3033,3048,3063,3080,3100,3142,3200,3225,3244,3262,3280,3300,3326,3360,3400,3433,3462,3488,3512,3536,3561,3586,3615,3648,3683,3717,3749,3782,3819,3860,3900,3935,3968,4000,4032,4065,4100,4138,4179,4221,4261,4300,4339,4379,4423,4474,4526,4575,4625,4675,4725,4775,4825,4875,4925,4974,5026,5077,5121,5166,5364,5600,5857,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955
0,40,100,200,300,400,450,500,600,675,721,760,800,849,900,942,980,1020,1062,1100,1134,1167,1200,1236,1270,1300,1325,1349,1373,1400,1433,1470,1500,1524,1545,1566,1588,1613,1643,1674,1700,1722,1740,1758,1775,1792,1808,1825,1843,1861,1880,1900,1922,1945,1967,1990,2010,2029,2047,2065,2083,2100,2118,2135,2154,2172,2191,2209,2229,2247,2266,2283,2300,2316,2331,2346,2361,2376,2392,2408,2425,2443,2462,2481,2500,2519,2537,2555,2573,2591,2609,2627,2645,2663,2681,2700,2720,2740,2760,2780,2800,2820,2839,2859,2879,2900,2923,2947,2973,3000,3027,3053,3078,3100,3121,3140,3160,3179,3200,3223,3247,3273,3300,3326,3351,3376,3400,3424,3447,3472,3500,3533,3568,3600,3626,3651,3675,3700,3729,3763,3800,3836,3869,3900,3928,3956,3985,4016,4054,4100,4154,4200,4235,4267,4300,4338,4379,4420,4459,4500,4547,4600,4654,4700,4738,4777,4832,4900,4942,4979,5026,5100,5168,5234,5300,5360,5500,5700,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804
0,100,200,300,369,430,500,600,667,737,800,842,880,923,975,1022,1062,1100,1140,1181,1219,1253,1285,1314,1342,1370,1400,1435,1470,1500,1525,1547,1568,1589,1611,1635,1660,1687,1713,1740,1765,1789,1811,1832,1852,1871,1890,1910,1929,1949,1969,1990,2010,2032,2052,2072,2091,2109,2125,2142,2158,2174,2191,2209,2229,2249,2270,2290,2309,2328,2346,2363,2381,2400,2420,2440,2461,2481,2500,2517,2534,2550,2566,2583,2600,2618,2637,2658,2679,2700,2721,2742,2762,2781,2800,2818,2835,2853,2871,2890,2911,2935,2961,2987,3012,3035,3057,3078,3100,3122,3145,3167,3189,3211,3232,3253,3275,3300,3328,3359,3387,3412,3433,3454,3476,3500,3531,3567,3600,3626,3650,3674,3700,3732,3767,3800,3827,3851,3875,3900,3928,3960,4000,4052,4100,4136,4168,4200,4237,4278,4322,4363,4400,4433,4465,4500,4545,4600,4651,4700,4750,4800,4850,4900,4950,5000,5050,5100,5148,5200,5262,5343,5500,5800,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738
0,50,200,300,400,500,552,600,663,737,800,852,900,949,1000,1052,1100,1141,1180,1220,1262,1300,1334,1367,1400,1435,1470,1500,1526,1550,1575,1600,1628,1658,1687,1712,1735,1757,1778,1800,1823,1847,1873,1900,1927,1954,1978,2000,2020,2038,2055,2073,2091,2110,2129,2150,2170,2190,2209,2228,2245,2263,2281,2300,2320,2341,2361,2381,2400,2417,2434,2450,2466,2483,2500,2518,2538,2558,2579,2600,2621,2641,2662,2681,2700,2718,2737,2754,2772,2791,2809,2829,2849,2869,2890,2910,2932,2953,2976,3000,3026,3052,3077,3100,3120,3139,3158,3178,3200,3226,3256,3286,3313,3335,3357,3378,3400,3423,3448,3474,3500,3525,3550,3575,3600,3626,3654,3684,3717,3751,3784,3815,3842,3870,3900,3935,3970,4000,4025,4048,4072,4100,4146,4200,4235,4266,4300,4350,4400,4434,4465,4500,4551,4600,4634,4664,4700,4766,4824,4862,4900,4947,5000,5049,5100,5165,5233,5300,5400,5547,5900,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955,5955
0,134,200,300,400,500,600,700,761,900,957,1000,1048,1100,1151,1200,1249,1300,1352,1400,1441,1480,1520,1561,1600,1636,1669,1700,1729,1758,1786,1814,1842,1871,1900,1929,1959,1987,2013,2038,2063,2087,2113,2139,2165,2189,2211,2231,2250,2270,2290,2311,2333,2357,2379,2400,2419,2437,2455,2472,2491,2510,2530,2551,2572,2591,2609,2625,2641,2657,2673,2691,2710,2732,2755,2779,2800,2819,2837,2854,2871,2890,2911,2935,2961,2988,3012,3033,3053,3072,3091,3109,3128,3147,3167,3189,3212,3238,3264,3289,3311,3331,3350,3369,3389,3411,3436,3462,3488,3512,3534,3556,3578,3600,3624,3649,3675,3700,3725,3749,3774,3800,3828,3857,3886,3914,3941,3969,4000,4037,4080,4119,4154,4185,4215,4243,4271,4300,4331,4364,4400,4439,4480,4520,4560,4600,4640,4680,4720,4760,4800,4841,4881,4918,4954,5000,5100,5156,5200,5247,5300,5364,5439,5700,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738,5738
0,100,148,200,271,323,361,400,446,500,552,600,644,683,716,746,773,800,826,853,883,920,965,1000,1026,1048,1069,1090,1111,1132,1155,1178,1200,1222,1243,1263,1282,1300,1317,1334,1350,1366,1383,1400,1418,1437,1456,1475,1492,1508,1523,1537,1551,1565,1579,1593,1607,1622,1638,1654,1669,1685,1700,1715,1729,1743,1757,1771,1785,1800,1815,1832,1848,1865,1883,1900,1917,1934,1951,1968,1984,2000,2016,2031,2047,2062,2077,2092,2108,2123,2139,2155,2172,2190,2210,2231,2252,2273,2291,2308,2324,2338,2353,2368,2383,2400,2420,2442,2466,2489,2510,2528,2546,2563,2581,2600,2622,2647,2674,2700,2723,2746,2767,2789,2812,2836,2861,2887,2913,2938,2963,2988,3012,3036,3061,3086,3114,3145,3180,3221,3263,3300,3331,3358,3386,3415,3447,3481,3519,3559,3600,3641,3681,3719,3758,3800,3851,3900,3940,3979,4023,4075,4123,4169,4258,4323,4361,4400,4464,4527,4575,4630,4700,4762,4900,5000,5040,5078,5135,5251,5400,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605
0,70,130,200,300,355,400,447,500,556,600,634,665,700,747,800,840,872,900,925,949,974,1000,1031,1066,1100,1131,1159,1186,1214,1241,1266,1289,1310,1329,1347,1364,1382,1400,1419,1439,1460,1480,1500,1519,1537,1554,1572,1591,1610,1630,1650,1671,1690,1709,1727,1744,1761,1777,1792,1808,1823,1838,1853,1868,1884,1900,1917,1935,1954,1972,1991,2009,2026,2043,2060,2076,2092,2108,2123,2139,2154,2169,2185,2200,2216,2231,2248,2264,2282,2300,2319,2340,2360,2380,2400,2419,2437,2454,2472,2491,2510,2530,2552,2575,2600,2626,2652,2677,2700,2721,2741,2761,2780,2800,2821,2842,2865,2888,2912,2936,2961,2986,3014,3043,3073,3100,3125,3149,3174,3200,3230,3264,3300,3336,3369,3400,3428,3456,3485,3517,3555,3600,3645,3684,3715,3741,3768,3800,3848,3900,3935,3967,4000,4045,4100,4150,4200,4255,4300,4333,4365,4400,4457,4539,4600,4650,4700,4763,4838,4900,4947,5000,5100,5150,5200,5300,5500,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410,5410
0,51,140,200,246,300,400,446,482,518,557,600,647,700,754,800,836,869,900,932,965,1000,1036,1070,1100,1125,1149,1173,1200,1232,1268,1300,1326,1349,1370,1390,1410,1429,1449,1469,1489,1511,1534,1557,1579,1600,1620,1638,1656,1674,1691,1709,1727,1745,1763,1782,1800,1818,1836,1854,1873,1891,1909,1928,1946,1964,1982,2000,2017,2034,2051,2067,2084,2100,2116,2133,2149,2166,2183,2200,2218,2236,2254,2273,2291,2309,2327,2345,2363,2381,2400,2419,2439,2459,2480,2500,2520,2540,2559,2579,2600,2621,2643,2666,2689,2711,2734,2756,2778,2800,2821,2843,2864,2888,2913,2941,2971,3000,3026,3051,3076,3100,3125,3150,3175,3200,3224,3248,3273,3300,3331,3365,3400,3434,3467,3500,3533,3567,3600,3633,3665,3700,3738,3779,3821,3863,3900,3934,3966,4000,4038,4080,4120,4159,4200,4248,4300,4351,4400,4449,4500,4551,4600,4645,4700,4800,4853,4900,4965,5031,5100,5200,5249,5300,5600,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590,5590
0,22,100,200,252,300,363,436,500,552,600,648,700,756,800,833,864,900,957,1000,1027,1050,1073,1100,1148,1200,1229,1253,1276,1300,1328,1358,1387,1412,1434,1456,1477,1500,1526,1553,1579,1600,1618,1635,1651,1666,1682,1700,1720,1742,1766,1789,1810,1829,1847,1864,1882,1900,1919,1939,1959,1980,2000,2019,2038,2056,2074,2091,2108,2125,2142,2158,2175,2192,2209,2226,2244,2262,2281,2300,2320,2339,2360,2380,2400,2420,2440,2460,2480,2500,2520,2540,2561,2580,2600,2619,2638,2658,2678,2700,2724,2751,2776,2800,2821,2841,2860,2879,2900,2923,2947,2973,3000,3026,3051,3076,3100,3124,3149,3174,3200,3228,3256,3286,3314,3342,3370,3400,3432,3466,3500,3534,3567,3600,3633,3666,3700,3734,3768,3800,3831,3862,3900,3955,4000,4029,4055,4083,4124,4200,4246,4282,4318,4358,4400,4446,4500,4571,4623,4662,4700,4742,4800,4900,4956,5000,5044,5100,5200,5268,6000,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438,5438
0,100,200,249,300,400,453,500,562,637,700,751,800,852,900,940,979,1024,1076,1121,1160,1200,1245,1284,1314,1338,1361,1386,1416,1457,1500,1534,1563,1588,1612,1634,1656,1678,1700,1723,1748,1774,1800,1827,1853,1878,1900,1920,1939,1957,1974,1991,2009,2026,2043,2061,2080,2100,2122,2144,2167,2190,2210,2229,2247,2265,2282,2300,2318,2336,2354,2373,2391,2409,2427,2445,2463,2481,2500,2519,2539,2559,2580,2600,2620,2640,2660,2680,2700,2721,2742,2764,2788,2813,2839,2865,2889,2911,2931,2950,2969,2989,3011,3035,3061,3087,3112,3136,3158,3179,3200,3220,3241,3262,3286,3316,3357,3400,3434,3462,3488,3512,3536,3560,3586,3616,3655,3700,3744,3783,3816,3845,3873,3900,3927,3955,3984,4017,4054,4100,4155,4200,4234,4265,4300,4347,4400,4441,4480,4522,4574,4625,4674,4727,4778,4819,4856,4900,5000,5071,5130,5200,5300,5900,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665,5665
